atm_iv_standard_deviation,count,coverage,liquidity_quintile,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor
0.03300530157895919,149,0.19656992084432717,1,0.18927439379035849,0.0059657487839285955,0.17808757080112297,0.0013714913322898648,0.031960816567790366,0.015271608689779547,0.01944296634147483,150
0.04531384022262011,152,0.20052770448548812,1,0.2375774549188821,0.010306268680034925,0.23469301284248179,0.0013119520060413392,0.04210739683654627,0.028135429907745535,0.03230837413507926,21
0.042617976432899794,151,0.19920844327176782,1,0.23474366451899528,0.009340377161033808,0.2354524154934428,0.0009934359295359907,0.04233044422635355,0.024967649356870042,0.02818625279793123,45
0.0425618020548915,145,0.19129287598944592,1,0.2077347355030096,0.0064351329219977105,0.2160093673800786,0.0008728465303676214,0.032805875830076256,0.015305977577874044,0.019362495893613687,90
0.04001591706402052,148,0.19525065963060687,2,0.20119838178994487,0.005386341305905401,0.2019632991469648,0.0016720215128144672,0.026182096515130752,0.013835523372338473,0.019090721045675524,150
0.08055932524854509,151,0.19920844327176782,2,0.2229290883591325,0.01244983226271576,0.2045660497246804,0.0016337116183171296,0.05885483726703148,0.037459225076292846,0.044549118293906564,21
0.05427696513810545,150,0.19788918205804748,2,0.21067258548135204,0.009475150076354022,0.2077043819084534,0.0011288170531824904,0.05000766429267725,0.022518739128196644,0.03327213317490742,45
0.04164568972031821,144,0.18997361477572558,2,0.19670795902033855,0.006571339053943567,0.19740600049894225,0.000944386695541713,0.033832024188300155,0.01894596780213256,0.020500996400931146,90
0.04011035019325682,148,0.19525065963060687,3,0.21196415258071957,0.006164341047151134,0.2101150159051543,0.0022327795953481916,0.029218835201420018,0.01720039885774416,0.02008690017722879,150
0.06837733641627777,152,0.20052770448548812,3,0.1824323775864939,0.010560882755043383,0.1661718985677863,0.0013134422278838626,0.06333238437618588,0.035350097368698354,0.04564694953409386,21
0.0635627737870496,150,0.19788918205804748,3,0.18272526197056158,0.009148764336756515,0.16947521214467715,0.0011830260921586455,0.052493924204597885,0.025927855349914194,0.032025758979465545,45
0.04346668714699212,144,0.18997361477572558,3,0.19957479879838871,0.006967019640254285,0.1996986418991728,0.0010906788787786864,0.03825582005392112,0.019391589308064755,0.0239930389311402,90
0.039646011416270305,148,0.19525065963060687,4,0.23219267379180755,0.008705267512653908,0.23550777521510413,0.003867307734447628,0.038381661033786686,0.023348702417343128,0.03166438175557318,150
0.08614304535301735,151,0.19920844327176782,4,0.18283785759725202,0.01033656622514112,0.15484915967766874,0.0014259306449905529,0.061581498245614805,0.0379730143737447,0.05484155164924127,21
0.08151174114540352,150,0.19788918205804748,4,0.20138922845007623,0.011009066575606408,0.1788862213252576,0.0014352410021400142,0.06068349069073416,0.033797762460193656,0.04337725000520509,45
0.052701289128060075,144,0.18997361477572558,4,0.21368245991384174,0.009605110950550902,0.20811052768496674,0.0013789898104614728,0.045999819700967816,0.02618189952183379,0.03276858530621036,90
0.05145204405277671,148,0.19525065963060687,5,0.2528572394723613,0.011322781827428435,0.2416367480710696,0.010626853710044626,0.046657533517915496,0.03463424857119827,0.04378557373797159,150
0.13954810371348783,152,0.20052770448548812,5,0.20759625813937604,0.01447247794040088,0.16651026985931006,0.001638708096015476,0.08375400018345194,0.06814161178855037,0.08561909494834447,21
0.11884262022104926,151,0.19920844327176782,5,0.2294795890855194,0.01395250087348121,0.20039841977873696,0.0027329330646939376,0.06586729625239451,0.04777303755679438,0.08536706683783933,45
0.09810052155571065,145,0.19129287598944592,5,0.2649023032823547,0.012163922210240763,0.25098593471733743,0.00213406915668396,0.05182288379917224,0.04453455351360675,0.0634860967598837,90
