underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,100.0,call,14.5,14.6,14.6,595,,0.36095,0.99484,0.00243,0.0023,-0.0049,0.02143,spy_options_2010.parquet,3867
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,100.0,put,0.02,0.03,0.02,,,0.40282,-0.01027,0.00407,0.00461,-0.01043,-0.00036,spy_options_2010.parquet,3867
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,101.0,call,13.5,13.65,13.13,,,0.39452,0.98559,0.0055,0.00668,-0.01374,0.02176,spy_options_2010.parquet,3868
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,101.0,put,0.02,0.03,0.02,826,,0.37717,-0.01105,0.00467,0.00533,-0.0105,-6e-05,spy_options_2010.parquet,3868
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,102.0,call,12.5,12.65,12.22,6,,0.36827,0.98408,0.0063,0.00694,-0.0136,0.02233,spy_options_2010.parquet,3869
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,102.0,put,0.03,0.04,0.03,,,0.36751,-0.01524,0.00622,0.00671,-0.01365,0.0,spy_options_2010.parquet,3869
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,103.0,call,11.51,11.64,11.15,3,,0.34002,0.98356,0.00712,0.00731,-0.01284,0.02249,spy_options_2010.parquet,3870
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,103.0,put,0.02,0.05,0.03,861,,0.33366,-0.01444,0.0066,0.00609,-0.01121,0.0,spy_options_2010.parquet,3870
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,104.0,call,10.51,10.65,10.15,48,,0.3141,0.9821,0.00825,0.00782,-0.01355,0.02246,spy_options_2010.parquet,3871
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,104.0,put,0.03,0.04,0.03,,,0.31412,-0.01797,0.00825,0.00761,-0.01272,-0.00035,spy_options_2010.parquet,3871
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,105.0,call,9.55,9.66,9.17,182,,0.31358,0.97121,0.01238,0.01138,-0.02053,0.02182,spy_options_2010.parquet,3872
SPY,2010-01-08,2010-01-08T16:00:00-05:00,114.54,2010-01-15,7.0,0.019178082191780823,105.0,put,0.05,0.05,0.05,,,0.29869,-0.02301,0.01096,0.00909,-0.01573,-0.00105,spy_options_2010.parquet,3872
