underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,100.0,call,13.25,13.45,13.3,72,,0.40522,0.94366,0.00575,0.02063,-0.03279,0.00824,spy_options_2010.parquet,47
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,100.0,put,0.06,0.09,0.07,,,0.35473,-0.02478,0.00802,0.01228,-0.01689,-0.00073,spy_options_2010.parquet,47
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,101.0,call,12.31,12.45,12.39,2,,0.38578,0.94161,0.00805,0.02229,-0.03279,0.0102,spy_options_2010.parquet,48
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,101.0,put,0.08,0.09,0.08,,,0.34214,-0.03061,0.00985,0.01454,-0.01948,-0.00141,spy_options_2010.parquet,48
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,102.0,call,11.3,11.45,11.41,62,,0.35578,0.94148,0.00951,0.02242,-0.03018,0.01038,spy_options_2010.parquet,49
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,102.0,put,0.09,0.1,0.09,,,0.32434,-0.03501,0.01171,0.01645,-0.0211,-0.00093,spy_options_2010.parquet,49
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,103.0,call,10.3,10.44,10.31,21,,0.32661,0.94058,0.01143,0.02287,-0.02809,0.01198,spy_options_2010.parquet,50
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,103.0,put,0.1,0.1,0.1,,,0.30485,-0.0402,0.014,0.01773,-0.02174,-0.00173,spy_options_2010.parquet,50
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,104.0,call,9.3,9.49,9.42,137,,0.30801,0.93479,0.01546,0.0253,-0.02888,0.01383,spy_options_2010.parquet,51
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,104.0,put,0.12,0.12,0.12,,,0.28459,-0.04634,0.01678,0.02012,-0.02263,-0.0016,spy_options_2010.parquet,51
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,105.0,call,8.35,8.45,8.34,145,,0.2791,0.93262,0.01877,0.02604,-0.02723,0.0146,spy_options_2010.parquet,52
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,105.0,put,0.13,0.14,0.13,,,0.2674,-0.05647,0.0208,0.02303,-0.025,-0.00193,spy_options_2010.parquet,52
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,106.0,call,7.35,7.55,7.45,238,,0.26749,0.91664,0.02578,0.03057,-0.03085,0.0178,spy_options_2010.parquet,53
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,106.0,put,0.14,0.17,0.16,,,0.24961,-0.06899,0.026,0.02729,-0.02837,-0.00311,spy_options_2010.parquet,53
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,107.0,call,6.4,6.55,6.46,142,,0.24565,0.90274,0.03298,0.0348,-0.03181,0.0196,spy_options_2010.parquet,54
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,107.0,put,0.2,0.21,0.19,,,0.23312,-0.08645,0.03305,0.03245,-0.03126,-0.00297,spy_options_2010.parquet,54
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,108.0,call,5.5,5.55,5.49,401,,0.228,0.87965,0.04281,0.04081,-0.03544,0.0215,spy_options_2010.parquet,55
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,108.0,put,0.25,0.25,0.26,,,0.21774,-0.11097,0.04244,0.03888,-0.03503,-0.00442,spy_options_2010.parquet,55
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,109.0,call,4.61,4.65,4.6,189,,0.21782,0.83985,0.05522,0.04945,-0.04171,0.02309,spy_options_2010.parquet,56
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,109.0,put,0.31,0.32,0.32,,,0.2019,-0.14489,0.0549,0.0466,-0.04039,-0.00551,spy_options_2010.parquet,56
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,110.0,call,3.7,3.75,3.7,,,0.20072,0.79483,0.07029,0.05786,-0.04524,0.02406,spy_options_2010.parquet,57
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,110.0,put,0.42,0.43,0.43,,,0.18949,-0.19484,0.0709,0.05667,-0.04587,-0.0069,spy_options_2010.parquet,57
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,111.0,call,2.89,2.91,2.9,,,0.18777,0.72771,0.08716,0.0684,-0.05073,0.02349,spy_options_2010.parquet,58
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,111.0,put,0.59,0.6,0.59,,,0.17853,-0.26336,0.08932,0.0671,-0.05134,-0.01047,spy_options_2010.parquet,58
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,112.0,call,2.11,2.14,2.11,,,0.17485,0.64137,0.10493,0.07668,-0.05385,0.02104,spy_options_2010.parquet,59
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,112.0,put,0.83,0.85,0.84,,,0.16718,-0.35394,0.10826,0.07597,-0.05552,-0.01348,spy_options_2010.parquet,59
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,113.0,call,1.45,1.47,1.46,,,0.1637,0.53408,0.11854,0.08125,-0.0541,0.01814,spy_options_2010.parquet,60
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,113.0,put,1.16,1.18,1.16,,,0.15605,-0.46613,0.124,0.08192,-0.05688,-0.01778,spy_options_2010.parquet,60
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,114.0,call,0.91,0.93,0.91,,,0.15482,0.40997,0.12239,0.07964,-0.05102,0.01472,spy_options_2010.parquet,61
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,114.0,put,1.6,1.62,1.63,,,0.14439,-0.59674,0.13006,0.07906,-0.05191,-0.02236,spy_options_2010.parquet,61
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,115.0,call,0.53,0.55,0.54,,,0.14958,0.28824,0.11125,0.06985,-0.04316,0.01071,spy_options_2010.parquet,62
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,115.0,put,2.21,2.24,2.24,,,0.13675,-0.73,0.11751,0.06737,-0.04254,-0.02816,spy_options_2010.parquet,62
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,116.0,call,0.29,0.3,0.3,,,0.14565,0.18345,0.08873,0.0545,-0.03231,0.00676,spy_options_2010.parquet,63
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,116.0,put,2.99,3.05,3.05,622,,0.13765,-0.82983,0.08924,0.05144,-0.03376,-0.03151,spy_options_2010.parquet,63
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,117.0,call,0.13,0.15,0.15,,,0.14257,0.10462,0.06199,0.03723,-0.02142,0.00367,spy_options_2010.parquet,64
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,117.0,put,3.8,3.91,3.9,396,,0.12242,-0.92866,0.05411,0.02751,-0.01886,-0.03585,spy_options_2010.parquet,64
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,118.0,call,0.08,0.09,0.08,,,0.14909,0.06518,0.04133,0.02584,-0.01538,0.00241,spy_options_2010.parquet,65
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,118.0,put,4.76,4.86,4.8,128,,0.12086,-0.96914,0.02752,0.01362,-0.01158,-0.03815,spy_options_2010.parquet,65
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,119.0,call,0.05,0.06,0.06,,,0.15805,0.04249,0.02782,0.0183,-0.01183,0.00166,spy_options_2010.parquet,66
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,119.0,put,5.65,5.86,5.75,7,,0.00103,-1.0,0.0,-67.10046,0.0,0.0,spy_options_2010.parquet,66
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,120.0,call,0.03,0.06,0.03,,,0.16915,0.02979,0.01965,0.01391,-0.00902,0.00102,spy_options_2010.parquet,67
SPY,2010-01-04,2010-01-04T16:00:00-05:00,113.29,2010-01-15,11.0,0.030136986301369864,120.0,put,6.65,6.85,6.8,35,,0.00026,-1.0,0.0,-77.10022,0.0,0.0,spy_options_2010.parquet,67
