underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,100.0,call,14.15,14.3,14.25,149,,0.37117,0.98954,0.00416,0.00503,-0.00931,0.02418,spy_options_2010.parquet,2871
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,100.0,put,0.03,0.04,0.02,,,0.3905,-0.01418,0.00514,0.00614,-0.01294,-0.00066,spy_options_2010.parquet,2871
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,101.0,call,13.15,13.34,12.39,0,,0.3835,0.98109,0.00679,0.0088,-0.01651,0.0245,spy_options_2010.parquet,2872
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,101.0,put,0.03,0.04,0.04,35,,0.36435,-0.01466,0.00577,0.00703,-0.01191,-0.00067,spy_options_2010.parquet,2872
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,102.0,call,12.16,12.29,12.28,23,,0.32202,0.98834,0.0054,0.00588,-0.00879,0.02503,spy_options_2010.parquet,2873
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,102.0,put,0.03,0.04,0.04,,,0.33857,-0.01617,0.00646,0.00754,-0.01197,-0.00013,spy_options_2010.parquet,2873
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,103.0,call,11.15,11.3,11.29,9,,0.29905,0.98708,0.00627,0.00595,-0.00845,0.0255,spy_options_2010.parquet,2874
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,103.0,put,0.03,0.06,0.05,190,,0.31991,-0.01876,0.00801,0.00864,-0.01294,-0.00065,spy_options_2010.parquet,2874
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,104.0,call,10.2,10.3,10.3,143,,0.30514,0.97569,0.01026,0.00969,-0.01614,0.02493,spy_options_2010.parquet,2875
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,104.0,put,0.04,0.04,0.04,,,0.30003,-0.02211,0.00983,0.00993,-0.01477,-0.00081,spy_options_2010.parquet,2875
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,105.0,call,9.2,9.35,9.26,179,,0.29906,0.96554,0.01439,0.01354,-0.02186,0.02476,spy_options_2010.parquet,2876
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,105.0,put,0.05,0.05,0.06,,,0.28316,-0.0277,0.01263,0.01158,-0.01711,-0.0005,spy_options_2010.parquet,2876
SPY,2010-01-07,2010-01-07T16:00:00-05:00,114.2,2010-01-15,8.0,0.021917808219178082,106.0,call,8.21,8.35,8.31,22,,0.27032,0.96181,0.01699,0.01521,-0.02076,0.02507,spy_options_2010.parquet,2877
