atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor,year
0.03183738080582953,181,0.7479338842975206,0.22997251085413867,0.004946146737831364,0.22633411751824015,0.0030406178625839997,0.0213135123666783,0.015547339114381262,0.021786611193169332,150,2010
0.05205651938939398,149,0.6157024793388429,0.20224487505535696,0.010651289044520298,0.19108426915743948,0.0019813544173925,0.05630068840533722,0.039826469938953724,0.0497618839756694,21,2010
0.04532664987798741,189,0.78099173553719,0.20673991270326458,0.007928005960876644,0.19991387876743474,0.0016116992988586265,0.040036324927516506,0.02878566963601857,0.036900994766387016,45,2010
0.03646790075245551,201,0.8305785123966942,0.2107284419070365,0.005113834772544845,0.2007263711867274,0.0025953637280354547,0.024328511779961842,0.017052108588388248,0.023825702258867792,90,2010
0.053753870896949864,186,0.7591836734693878,0.22635932839594092,0.0054772270248407695,0.1967894408498168,0.002386852098199513,0.028368970514216753,0.019841391299101608,0.028988824760897567,150,2011
0.07802387288335104,159,0.6489795918367347,0.22230289272588388,0.012488261086762611,0.19001454016491315,0.002040656432718141,0.05703827778552979,0.045667946011724296,0.06326587304941234,21,2011
0.07151559722443811,200,0.8163265306122449,0.21653449520808452,0.009582544273441213,0.18055965287662568,0.0015433389155761479,0.045939115742897545,0.0340576629123515,0.046843976440237765,45,2011
0.05972163316788719,237,0.9673469387755103,0.22228176350327147,0.00666520212466834,0.1939573191354261,0.0021197099905880534,0.030664226001701756,0.024459494360432044,0.031699930021391015,90,2011
0.020412030113753133,191,0.764,0.19078580040836673,0.003806627590910397,0.18787320545743286,0.0017598949998674507,0.0195655142866082,0.011512093393612638,0.014291962933689822,150,2012
0.035423207238628095,163,0.652,0.16009802780145102,0.009718357036173547,0.1542543516198795,0.0018847360863872842,0.06027738062887968,0.02922626192657517,0.04008476819352879,21,2012
0.025187700561145533,204,0.816,0.16611498806917402,0.00751555990429531,0.16208704290124443,0.0015883808058177878,0.047274344080505876,0.01990150962805533,0.024225470734840653,45,2012
0.020825726407200908,243,0.972,0.1755393854871894,0.004934975703490496,0.17178063202490199,0.0016676179710502503,0.03002346048774538,0.014279716116814018,0.016537428613232142,90,2012
0.009933055656437666,177,0.7023809523809523,0.14822699891636928,0.0025360239559127917,0.14568516710579632,0.0012770179575974372,0.016685092550023636,0.008060851286012118,0.010774277498416045,150,2013
0.021760999830497108,252,1.0,0.1243815074138965,0.007475925467951373,0.11919417089623995,0.0018141043231414689,0.06288278874707406,0.023022559875432537,0.030492996376436092,21,2013
0.01654431234733646,216,0.8571428571428571,0.13045862437632497,0.005242823006720507,0.12694465877671585,0.0011869063654951564,0.0402821485684761,0.016289004728182392,0.019918699300540597,45,2013
0.012580894814835542,237,0.9404761904761905,0.1394343695075943,0.003685938210924833,0.13684808956767716,0.0010469779752343145,0.026889136173572248,0.012025948320620428,0.014932755136983005,90,2013
0.01485094008004881,215,0.86,0.14236832839436622,0.0025671224285036265,0.13892236802403415,0.0017222862533691763,0.018866671042336622,0.01006059154779219,0.012956554783863792,150,2014
0.027307305736193097,250,1.0,0.11997583188330109,0.0077784326404920015,0.11298571981817124,0.001703990145813343,0.06772814011473513,0.024633015201206962,0.031372481359693664,21,2014
0.021610028956922427,248,0.992,0.12412327816494459,0.006850449843215006,0.1195507617443673,0.0022008342378588147,0.0604486621621777,0.018643129395307743,0.02327977431623866,45,2014
0.01734212378472416,235,0.94,0.1343220357793984,0.0035649045580975064,0.1304013452536565,0.0010237292349057903,0.027390674748794745,0.012239097424570465,0.015434786216602315,90,2014
0.02216733441526991,182,0.7222222222222222,0.16398426738455163,0.004464304615870121,0.15993610330959623,0.002312286803702726,0.026573089756616222,0.012298862384505924,0.01597906539477431,150,2015
0.041379218804209784,252,1.0,0.14540852311288613,0.010378893208905907,0.13425335029260282,0.003020756083188983,0.07391748287366223,0.02874690621771355,0.037363733713252446,21,2015
0.03279388937939035,252,1.0,0.14961226152202442,0.00834188533967694,0.13991454729113315,0.003117405315890394,0.061654664572610575,0.02339594856217581,0.03133799074103858,45,2015
0.02655115243651395,236,0.9365079365079365,0.15816428464767054,0.006374212097625773,0.1509014953586083,0.0019959570316278735,0.03964332356330283,0.01633038520657097,0.02074708179900124,90,2015
0.025323033623447982,201,0.8007968127490039,0.1638930324615518,0.0036824711747205224,0.15581587457158777,0.0016406154265426742,0.023214862439170834,0.011540042509794832,0.014137953901038627,150,2016
0.041115960099603825,251,1.0,0.1381518892080418,0.008903234598048579,0.1255889798784613,0.0018314399749082833,0.06439357055504462,0.027773233501582895,0.032669234019892815,21,2016
