underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,166.0,call,12.06,15.65,0.0,,,,1.0,0.0,0.0,0.0,0.0,spy_options_2013.parquet,1220699
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,166.0,put,0.0,0.75,0.0,,,0.33381,-0.07911,0.01417,0.04584,-0.06845,-0.00408,spy_options_2013.parquet,1220699
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,167.0,call,12.9,13.15,0.0,,,0.26968,0.93787,0.00983,0.03603,-0.04146,0.0198,spy_options_2013.parquet,1220700
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,167.0,put,0.1,0.13,0.14,68,,0.24015,-0.03594,0.01063,0.02453,-0.0261,-0.00231,spy_options_2013.parquet,1220700
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,168.0,call,11.92,12.16,0.0,,,0.25352,0.93452,0.0117,0.03782,-0.04033,0.02091,spy_options_2013.parquet,1220701
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,168.0,put,0.11,0.13,0.14,91,,0.22795,-0.04081,0.0123,0.02766,-0.02678,-0.00198,spy_options_2013.parquet,1220701
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,169.0,call,10.89,11.13,0.0,,,0.2285,0.93761,0.0126,0.0371,-0.03557,0.02095,spy_options_2013.parquet,1220702
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,169.0,put,0.13,0.15,0.17,198,,0.21795,-0.04808,0.01481,0.03122,-0.03046,-0.00259,spy_options_2013.parquet,1220702
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,170.0,call,9.97,10.16,9.83,45,,0.225,0.92433,0.01728,0.04361,-0.04154,0.02601,spy_options_2013.parquet,1220703
SPY,2013-12-03,2013-12-03T16:00:00-05:00,179.89,2013-12-13,10.0,0.0273972602739726,170.0,put,0.15,0.16,0.16,308,,0.20638,-0.05551,0.01751,0.03477,-0.03214,-0.00351,spy_options_2013.parquet,1220703
