underlying_symbol,quote_date,valuation_timestamp,underlying_price,expiration,vendor_dte,time_to_maturity,strike,option_type,bid,ask,last,volume,open_interest,vendor_iv,vendor_delta,vendor_gamma,vendor_vega,vendor_theta,vendor_rho,source_file,source_row
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,300.0,call,143.62,144.85,132.75,1,,1.2236,0.98928,0.00037,0.01875,-0.12934,0.062,spy_options_2021.parquet,6994399
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,300.0,put,0.0,0.01,0.01,164,,0.81114,-0.00052,5e-05,0.00059,-0.00323,0.0,spy_options_2021.parquet,6994399
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,305.0,call,138.68,139.2,0.0,,,0.86734,0.9989,0.0001,0.00277,-0.01126,0.06457,spy_options_2021.parquet,6994400
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,305.0,put,0.0,0.01,0.03,1,,0.77886,-0.00017,6e-05,0.00059,-0.00336,-0.00045,spy_options_2021.parquet,6994400
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,310.0,call,133.7,134.17,0.0,,,0.81114,0.99908,6e-05,0.00226,-0.0087,0.06501,spy_options_2021.parquet,6994401
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,310.0,put,0.0,0.01,0.01,405,,0.74653,-0.0005,4e-05,0.00075,-0.00352,-0.00026,spy_options_2021.parquet,6994401
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,315.0,call,128.74,129.14,0.0,,,0.79773,0.99821,9e-05,0.00301,-0.01135,0.06635,spy_options_2021.parquet,6994402
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,315.0,put,0.0,0.01,0.01,1,,0.71522,-0.00065,2e-05,0.00051,-0.00291,-3e-05,spy_options_2021.parquet,6994402
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,320.0,call,123.73,124.16,0.0,,,0.78021,0.9986,7e-05,0.00366,-0.01329,0.06776,spy_options_2021.parquet,6994403
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,320.0,put,0.0,0.01,0.01,267,,0.68447,-0.00085,1e-05,0.00144,-0.00339,-0.00042,spy_options_2021.parquet,6994403
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,325.0,call,118.34,119.55,0.0,,,0.747,0.99865,9e-05,0.00382,-0.0135,0.06833,spy_options_2021.parquet,6994404
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,325.0,put,0.01,0.01,0.01,547,,0.69198,-0.00032,8e-05,0.00191,-0.00649,-0.00053,spy_options_2021.parquet,6994404
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,330.0,call,113.73,114.16,117.67,2,,0.71244,0.99872,0.00011,0.00362,-0.01327,0.06922,spy_options_2021.parquet,6994405
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,330.0,put,0.01,0.02,0.01,35,,0.68329,-0.00166,4e-05,0.00305,-0.00844,-0.00027,spy_options_2021.parquet,6994405
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,335.0,call,108.76,109.14,0.0,,,0.69118,0.99756,0.0001,0.00458,-0.01561,0.07049,spy_options_2021.parquet,6994406
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,335.0,put,0.01,0.02,0.02,12,,0.65002,-0.00079,0.0001,0.00258,-0.00842,-0.00056,spy_options_2021.parquet,6994406
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,340.0,call,103.76,104.87,0.0,,,0.901,0.98165,0.00072,0.02869,-0.14838,0.07031,spy_options_2021.parquet,6994407
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,340.0,put,0.01,0.02,0.02,15471,,0.61884,-0.00086,0.00015,0.00281,-0.00819,0.0,spy_options_2021.parquet,6994407
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,345.0,call,98.73,99.12,0.0,,,0.53308,0.99917,8e-05,0.00111,-0.00253,0.07317,spy_options_2021.parquet,6994408
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,345.0,put,0.01,0.02,0.02,477,,0.5873,-0.00103,0.0001,0.00323,-0.00836,-0.00025,spy_options_2021.parquet,6994408
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,350.0,call,93.78,94.15,0.0,,,0.61779,0.99662,0.00024,0.00737,-0.02205,0.07349,spy_options_2021.parquet,6994409
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,350.0,put,0.01,0.02,0.02,65,,0.55581,-0.00175,0.00011,0.00273,-0.00841,-0.00013,spy_options_2021.parquet,6994409
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,355.0,call,88.75,89.53,91.55,1,,0.709,0.98712,0.00079,0.02245,-0.08877,0.07419,spy_options_2021.parquet,6994410
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,355.0,put,0.02,0.03,0.04,6047,,0.55108,-0.00206,0.00025,0.00511,-0.01346,0.0,spy_options_2021.parquet,6994410
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,360.0,call,83.81,84.14,90.15,1,,0.56218,0.99539,0.00039,0.00831,-0.02617,0.0759,spy_options_2021.parquet,6994411
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,360.0,put,0.02,0.03,0.04,12,,0.5194,-0.00248,0.00024,0.00468,-0.01337,-0.00011,spy_options_2021.parquet,6994411
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,365.0,call,78.81,79.14,73.16,11,,0.52947,0.99537,0.00039,0.00926,-0.02635,0.07702,spy_options_2021.parquet,6994412
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,365.0,put,0.02,0.03,0.04,34,,0.48768,-0.00269,0.00031,0.00503,-0.01366,-0.00073,spy_options_2021.parquet,6994412
SPY,2021-09-24,2021-09-24T16:00:00-04:00,443.92,2021-10-01,7.0,0.019178082191780823,370.0,call,73.36,74.58,82.56,2,,0.49099,0.99531,0.0004,0.00874,-0.02398,0.07823,spy_options_2021.parquet,6994413
