atm_iv_standard_deviation,count,coverage,mean_atm_iv,median_absolute_atm_iv_change,median_atm_iv,median_atm_iv_spread,median_relative_instability,p90_absolute_atm_iv_change,p95_absolute_atm_iv_change,target_tenor,year
0.06230198773138938,241,0.964,0.2386682070196787,0.01849458039598681,0.2406650880239064,0.0028083248346693623,0.07853127153707087,0.04633095750601935,0.05638406239151195,150,2020
0.1293010548590971,250,1.0,0.24744490227270324,0.015273164141360929,0.21887419831319554,0.0019164421925415703,0.06864375334731611,0.05780050272457525,0.086079180565293,21,2020
0.10833433155253219,250,1.0,0.24776360992199822,0.01481688094211564,0.22606069503611922,0.0017621919320348622,0.06751783785359819,0.04860674394190987,0.06910565816889641,45,2020
0.09049524669084713,234,0.936,0.24755706422996465,0.01748550648580549,0.23554672059972787,0.0014116666077854806,0.07597519239080168,0.0466834750890428,0.06037323792439516,90,2020
0.027716555871049445,252,1.0,0.179016502590528,0.0164321669120904,0.17830023156950467,0.0019663554663563454,0.09599182650796204,0.03891635899779537,0.04724910706389289,150,2021
0.035956913519666,252,1.0,0.14326298166404214,0.012668493749815657,0.13479490861419147,0.0012760616770086108,0.08927257907226543,0.036719895970690614,0.04070715973840057,21,2021
0.02970386095246082,250,0.9920634920634921,0.1541368980740051,0.012079340192513124,0.14747650690275071,0.0012932273594559451,0.07952225387319271,0.030418633981375773,0.040897775695741385,45,2021
0.027057055314664343,240,0.9523809523809523,0.16868146965975192,0.015110302806938772,0.16473129838900796,0.001089070256297675,0.08987906050354585,0.03273746373222987,0.04039883850375628,90,2021
0.024467579674178827,248,0.96875,0.23163980558401462,0.009039301579505499,0.23133195567834428,0.003576773958231569,0.040655866579236526,0.02762503367160637,0.034772793699614446,150,2022
0.043053056908416557,256,1.0,0.22755111586516474,0.011431458047119605,0.23019772670065186,0.0013479944096470159,0.0477717073605165,0.03460050458230976,0.04481320154645645,21,2022
0.03595925446159563,252,0.984375,0.2277491043310228,0.01065085439069463,0.22796520159344136,0.0011822606697491495,0.04684369791056204,0.026481528506540238,0.03798428752964082,45,2022
0.029312719026915124,248,0.96875,0.22900687745719575,0.008715872928481139,0.2292294396430337,0.0014791737919911535,0.03736131114363685,0.025280961775376087,0.029467994519533813,90,2022
